Artist,Track,URL,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
Snow Man,Dangerholic,https://open.spotify.com/track/4GmnZ5RpbeTSqO6krbvajX,37,100,52.29,35.33,7,366,0.23,-1.94
Mr.Children,ヒカリノアトリエ,https://open.spotify.com/track/1PAh5q4LPwqRDzlRR1tAo0,99,99,67.38,29.37,13,876,-0.66,-0.56
ONE OK ROCK,We are,https://open.spotify.com/track/4QL5DKkPZwBXkph4fW2Y0Z,97,97,46.08,32.14,13,599,0.11,-1.58
舞祭組,道しるべ,https://open.spotify.com/track/32QLwrxk6UlNIMBvxhyyiO,90,99,77.75,26.11,4,311,-0.59,-1.79
Suchmos,A.G.I.T.,https://open.spotify.com/track/31oNWiDuLVin7wEhthlcoS,82,82,67.17,14.65,6,403,-0.21,-1.91
きゃりーぱみゅぱみゅ,原宿いやほい,https://open.spotify.com/track/5hJO3V0WVGPSSJEHRQCqIC,67,69,52.17,22.95,6,313,-0.96,-0.81
BUMP OF CHICKEN,GO,https://open.spotify.com/track/2VPO1aUE0XoDrafmyuH4Ty,63,71,45.4,26.08,5,227,-0.25,-2.16
Happiness,REWIND,https://open.spotify.com/track/7d9HKDBtJNaRoBBrxABUwr,60,96,67.33,25.79,3,202,0.26,-2.33
ぼくのりりっくのぼうよみ,after that,https://open.spotify.com/track/1V0B9WCZ8iw2PbmJLmnB5y,48,48,29.33,16.65,3,88,0.29,-2.33
スウィートボックス,ライフ・イズ・クール,https://open.spotify.com/track/5upldiWGVVocktya2gu6Yt,25,56,29.0,25.24,3,87,0.15,-2.33
水曜日のカンパネラ,一休さん,https://open.spotify.com/track/27LlzfWH8D2eQeSNWHhfOj,22,65,33.6,17.87,5,168,0.98,-1.03
go!go!vanillas,おはようカルチャー,https://open.spotify.com/track/1mR8QLenUNHA2T1jJLosp3,21,73,41.0,28.0,3,123,0.35,-2.33
MAN WITH A MISSION,Dead End in Tokyo,https://open.spotify.com/track/4RzfF0Jd5TFNskiMNf2nZp,5,96,44.14,37.91,7,309,0.05,-1.96
SKE48,意外にマンゴー,https://open.spotify.com/track/4TRhattS1vC7IMFjPwEpw2,100,100,51.08,30.86,12,613,0.01,-1.47
水樹奈々,TESTAMENT,https://open.spotify.com/track/2QSZ2xvqALjTBqZfKxsMeI,99,99,61.67,42.12,3,185,-0.19,-2.33
水樹奈々,Destiny's Prelude,https://open.spotify.com/track/3FrTuc0iZXzB2qvguFjoy5,98,98,56.0,44.14,3,168,-0.09,-2.33
10-FEET,太陽4号,https://open.spotify.com/track/2kVvEauIluW5Ei1Y08fRQy,94,94,59.33,38.44,3,178,-0.17,-2.33
UVERworld,DECIDED,https://open.spotify.com/track/6gFKx6VpyII16t2QUDZ8wE,91,99,59.44,32.29,9,535,-0.31,-1.69
欅坂46,月曜日の朝、スカートを切られた,https://open.spotify.com/track/6MKeN3dmPLge6X2E2oUAkt,87,87,61.0,22.72,3,183,0.35,-2.33
西野カナ,Girls,https://open.spotify.com/track/15XOV0ChIBcxQsCiPr9mw7,86,90,62.5,27.74,8,500,-0.79,-0.88
GENERATIONS from EXILE TRIBE,空,https://open.spotify.com/track/3V1cA16e4yCbebAITF5sRb,85,93,56.19,31.14,16,899,-0.49,-1.28
ケツメイシ,はじまりの予感,https://open.spotify.com/track/6bqefGcW69npiXgxL5MnLo,81,81,50.5,23.54,6,303,-0.02,-1.91
KinKi Kids,The Red Light,https://open.spotify.com/track/5O7SP9Tn21tp22QoQhP6Tv,78,100,82.33,15.95,3,247,0.25,-2.33
BUMP OF CHICKEN,記念撮影,https://open.spotify.com/track/1pfZ0POxTGl7JbQyCdst5Q,74,98,45.55,31.48,11,501,0.43,-1.26
神様、僕は気づいてしまった,CQCQ,https://open.spotify.com/track/769M0ezv1bE1Mz1d4xP7gc,67,96,63.35,27.63,20,1267,-0.62,-0.93
never young beach,SURELY,https://open.spotify.com/track/0iyshcyR7XzPuWI27VnCit,61,61,39.0,23.51,4,156,-0.47,-1.83
AAA,No Way Back,https://open.spotify.com/track/0KMw8ZsfzGtWn7WEwgvMmo,58,96,52.85,28.56,13,687,-0.03,-1.37
NOBU,いま、太陽に向かって咲く花,https://open.spotify.com/track/17svC0rqBuRdPhAQPp5eGO,55,56,51.25,8.18,4,205,-0.74,-1.69
欅坂46,エキセントリック,https://open.spotify.com/track/5i4PsR8i4Q9AoIGR7ttCP1,53,89,40.86,33.88,7,286,0.31,-1.86
Hey!Say!JUMP,Precious Girl,https://open.spotify.com/track/6uffR5QRfz8bvx6pK6pPWe,52,100,54.86,31.13,7,384,0.29,-1.71
Suchmos,WIPER,https://open.spotify.com/track/2PuqrB0RM4xSNmv1MUgdp5,49,94,56.6,33.31,5,283,-0.09,-1.93
BUMP OF CHICKEN,リボン,https://open.spotify.com/track/6wXILdpRNAlb1P1I4DH3le,46,99,59.47,22.55,19,1130,-0.49,-0.49
Red Velvet,Red Flavor,https://open.spotify.com/track/7nKQ5WAcjnG48knyLuo8gO,34,76,39.0,34.77,3,117,0.14,-2.33
小野正利,departure!,https://open.spotify.com/track/1XkedXvdYhVDWPUHLgF2jV,29,68,40.11,20.65,9,361,0.16,-1.63
EXO,Ko Ko Bop,https://open.spotify.com/track/5EzitieoPnjyKHAq0gfRMa,25,62,26.75,24.66,4,107,0.56,-1.83
FLOW,GO!!!,https://open.spotify.com/track/30WNOfFRiqgebO4eRkCii8,18,77,55.67,32.72,3,167,-0.37,-2.33
水谷果穂,青い涙,https://open.spotify.com/track/7vNNiZKNSXFTfJeu5ohuQt,13,92,43.67,42.36,3,131,0.34,-2.33
KANA-BOON,バトンロード,https://open.spotify.com/track/4ESlJoWBExtFumtISwPabd,10,69,31.5,28.05,4,126,0.37,-2.03
ゆず,愛こそ,https://open.spotify.com/track/5Z3gXmLdFy3uJxBNLXIurO,8,93,48.6,36.12,5,243,-0.04,-2.06
Aqours,未来の僕らは知ってるよ,https://open.spotify.com/track/4Kr4DGSLD2SRmjxNjfm3uS,98,98,60.4,37.06,5,302,-0.37,-1.79
Aimer(エメ),花の唄,https://open.spotify.com/track/3oSavJ5fMvJWZyR9zNHMte,90,95,57.9,34.03,10,579,-0.26,-1.79
SHISHAMO,ほら、笑ってる,https://open.spotify.com/track/2nRjL8OWBhl3qy4S7OeLgw,84,84,46.0,30.11,5,230,0.18,-2.11
Aimer(エメ),ONE,https://open.spotify.com/track/01jAlHee4psROggfWjk8hp,81,99,64.43,31.26,7,451,-0.58,-1.25
欅坂46,避雷針,https://open.spotify.com/track/5E9UiaCjeMAX2JOk8BgHS4,79,79,53.33,37.74,3,160,-0.37,-2.33
ゆず,恋、弾けました。,https://open.spotify.com/track/4Kr9G3ZG0TTTav6x2GlBNZ,72,85,55.6,31.48,5,278,-0.25,-2.23
TWICE,LUV ME,https://open.spotify.com/track/1X1BrTxo2C77VnyEkBJm21,63,63,44.0,16.52,3,132,0.37,-2.33
西野カナ,手をつなぐ理由,https://open.spotify.com/track/4ztkgv2LMsqLRPf4q1LtqD,61,95,55.29,28.74,7,387,0.1,-1.7
BLUE ENCOUNT,VS,https://open.spotify.com/track/0v07NKL3fTtcPTI7HwSlsf,47,79,48.0,30.51,3,144,0.03,-2.33
スカート,視界良好,https://open.spotify.com/track/5UMSp4q5GPm3Y9SFoynAOu,46,66,47.75,12.61,4,191,0.6,-1.79
HIROOMI TOSAKA,DIAMOND SUNSET,https://open.spotify.com/track/68aBFpYWlujOHyIEXhj10D,37,96,71.33,30.66,3,214,-0.28,-2.33
JUJU,いいわけ,https://open.spotify.com/track/0t9GOKVD827Gboz1Sy1QjB,33,89,50.14,25.84,7,351,-0.31,-0.91
THE ORAL CIGARETTES,BLACK MEMORY,https://open.spotify.com/track/7qyOH3EMf0seof9SaowaAc,32,97,56.67,34.02,6,340,-0.38,-1.55
GLAY,あなたといきてゆく,https://open.spotify.com/track/47VYeCj7UTTPuYOeGjqOtV,19,96,52.5,35.71,4,210,0.18,-2.19
BTS (防弾少年団),Crystal Snow,https://open.spotify.com/track/6NbfFVZ01Ttvvqmcok8DxL,56,82,69.5,14.46,4,278,-0.01,-2.43
A応P,君氏危うくも近うよれ,https://open.spotify.com/track/2efExetXDEdf9r6trDzXX1,43,49,39.5,11.36,4,158,-0.61,-1.76
aiko,予告,https://open.spotify.com/track/4YYrD0USBOwoH3dK5Mu89P,22,97,39.71,32.31,7,278,0.58,-1.32
米津玄師,春雷,https://open.spotify.com/track/6megNXGjmim4OitjZnIn9v,7,78,39.0,36.01,3,117,0.19,-2.33
Kis-My-Ft2,赤い果実,https://open.spotify.com/track/557vHyysYUnkYCtaQuMLIl,4,100,48.33,39.69,6,290,0.09,-1.96
Aqours,MY舞☆TONIGHT,https://open.spotify.com/track/5G1xmQ7U7G1wkuLNMEllD9,99,99,54.67,43.06,3,164,0.06,-2.33
"チト(水瀬いのり),ユーリ(久保ユリカ)",動く、動く,https://open.spotify.com/track/7wGdYp9R24KjxERRzksEru,94,94,45.0,45.53,3,135,0.17,-2.33
UNISON SQUARE GARDEN,Invisible Sensation,https://open.spotify.com/track/2bQ4E3XRBLBnJMd8iSm59b,60,94,53.14,37.02,7,372,-0.11,-2.0
DOBERMAN INFINITY,あの日のキミと今の僕に,https://open.spotify.com/track/5HjyYZXBWEmCMcO2diUbgG,57,95,53.0,44.14,3,159,-0.09,-2.33
315 STARS,Reason!!,https://open.spotify.com/track/7oPt3zuHqZRp3EZzSxDixi,46,99,63.5,35.78,4,254,-0.1,-2.24
Aqours,勇気はどこに?君の胸に!,https://open.spotify.com/track/3cXK3rYQmx7reenaEElvqS,31,97,60.67,33.5,3,182,0.19,-2.33
BiSH,プロミスザスター,https://open.spotify.com/track/61Yl4bWKSUeNxe6jPgKq5c,25,92,41.2,28.96,5,206,0.97,-1.04
山猿,マタアイマショウ,https://open.spotify.com/track/34kb6AKuRPFzRB6fmEpGL3,23,65,46.33,21.39,3,139,-0.21,-2.33
MAN WITH A MISSION,My Hero,https://open.spotify.com/track/6MmSnjDWLT5GsvlO65rhk1,21,95,60.0,28.72,5,300,-0.13,-1.84
ちゃんみな,CHOCOLATE,https://open.spotify.com/track/6CU3VvoeQgkg4Wb1vS0zj7,18,72,51.0,21.64,5,255,-0.49,-1.71
高橋優,ルポルタージュ,https://open.spotify.com/track/1tb2O9s3b2ORHCIxeNCShT,14,85,42.0,37.8,3,126,0.33,-2.33
桐嶋ノドカ,言葉にしたくてできない言葉を,https://open.spotify.com/track/0mWlJQ1wSvmMOv5o75TUsn,11,60,27.67,28.01,3,83,0.38,-2.33
UNISON SQUARE GARDEN,"10% roll, 10% romance",https://open.spotify.com/track/28qFJh4a5a8sh96JkIFY8q,90,97,56.57,32.61,7,396,-0.08,-1.83
桑田佳祐,オアシスと果樹園,https://open.spotify.com/track/1kuM4vWtka1ojxLlnrjdxW,88,94,68.0,28.14,4,272,-0.17,-2.21
宇多田ヒカル,Forevermore,https://open.spotify.com/track/4AzAystm373Dl9LX78wdiR,85,95,76.7,16.46,10,767,-1.27,1.0
星野源,肌,https://open.spotify.com/track/0YEjAa5T0NQwvB7uz1dJvW,83,83,38.25,33.82,4,153,0.3,-1.96
フレデリック,かなしいうれしい,https://open.spotify.com/track/3CdvGxl78OmnnIZOJdRPuw,81,81,28.5,35.46,4,114,0.69,-1.73
高橋優,虹,https://open.spotify.com/track/0gC7xp5mZTPomgPOw1up7E,79,91,62.29,30.51,7,436,-0.71,-1.45
菅田将暉,見たこともない景色,https://open.spotify.com/track/7r2BkaNy5vNFgfU39W5AkZ,50,98,57.52,30.63,21,1208,-0.41,-1.2
ねごと,空も飛べるはず,https://open.spotify.com/track/6xLvmP1dw7UiqCogTWZ85I,33,61,49.33,14.57,3,148,-0.29,-2.33
夜の本気ダンス,TAKE MY HAND,https://open.spotify.com/track/4q6Y0fu0tNzgVbh9ABOCT2,29,65,32.0,31.61,3,96,0.09,-2.33
三浦大知,U,https://open.spotify.com/track/2vG43pUj4BuAMXWR9KLby4,25,93,59.0,34.0,3,177,0.0,-2.33
Perfume,If you wanna,https://open.spotify.com/track/2wdHnWbgLUS1GGyTjU2rJt,12,98,49.62,34.93,8,397,0.17,-1.97
Knights,Article of Faith,https://open.spotify.com/track/0GizbZYyv1A9tzh3VhlzSQ,3,96,38.33,50.36,3,115,0.36,-2.33
Kis-My-Ft2,PICK IT UP,https://open.spotify.com/track/014MnT0WlChjzAoicYXM5M,100,100,60.75,36.73,4,243,0.05,-2.36
AKB48,願いごとの持ち腐れ,https://open.spotify.com/track/2m90D8y6RBxePEXf3KU9eI,99,100,51.25,42.27,8,410,0.14,-1.96
Beverly,I need your love,https://open.spotify.com/track/55JAnTsw92QsLTSmpVMpwX,92,95,62.21,31.35,14,871,-0.53,-1.33
Dungeon Monsters,MONSTER VISION,https://open.spotify.com/track/2QxHjNmzukzubUcwPht5kv,88,88,54.2,34.35,5,271,-0.09,-2.14
Little Glee Monster,だから、ひとりじゃない,https://open.spotify.com/track/3UoI3mhZI5kyrMaptYsvLq,81,98,63.4,26.43,5,317,0.11,-1.9
JY,女子モドキ,https://open.spotify.com/track/3hBrYMRLAnp7VoCooN4nEQ,72,73,63.88,11.13,8,511,-0.99,-0.56
MONDO GROSSO,ラビリンス,https://open.spotify.com/track/3K2zyJhcnMMA6yOdR6hOW7,65,74,58.5,20.07,4,234,-0.66,-1.74
スピッツ,ヘビーメロウ,https://open.spotify.com/track/5B98g1aTm8Qg0xlEdFFl7S,55,56,45.67,17.04,3,137,-0.38,-2.33
ClariS,ヒトリゴト,https://open.spotify.com/track/3Un2d5mEp5yLqaITkb1mS8,54,88,59.8,21.82,10,598,-0.37,-1.48
秦基博,Girl,https://open.spotify.com/track/33wiNTgVDVM2OntTy8YZnM,53,86,45.88,24.9,17,780,-0.22,-1.22
RADWIMPS,サイハテアイニ,https://open.spotify.com/track/699ku1Ebqi9pwi0IwnRPET,52,99,67.56,25.78,9,608,-0.4,-1.42
コブクロ,心,https://open.spotify.com/track/5V0RHZFEn3wqPBKO79oRD4,47,99,57.67,24.05,6,346,0.61,-1.31
TrySail,adrenaline!!!,https://open.spotify.com/track/10Yk9WbT2840l1NK5RWvkq,41,98,57.5,33.67,4,230,0.1,-2.11
ぼくのりりっくのぼうよみ,SKY's the limit,https://open.spotify.com/track/6d7w82MWMmSYGVsbH2gK4J,24,81,56.0,24.37,8,448,-0.75,-1.22
クリープハイプ,イト,https://open.spotify.com/track/0ELktpiH8U73B7lu249tMM,15,84,50.0,23.82,10,500,0.12,-1.59
Linked Horizon,紅蓮の弓矢,https://open.spotify.com/track/0F8psXXh2oxE5BGdkKaoIs,10,100,36.7,25.47,54,1982,0.89,0.06
Linked Horizon,心臓を捧げよ!,https://open.spotify.com/track/6ISRDE108fG9ohyBi311qG,9,85,40.2,33.45,5,201,0.13,-1.97
LOVE PSYCHEDELICO,Place Of Love,https://open.spotify.com/track/6rpYhJ81B8KAS4gYT3WQBs,1,49,17.0,21.66,4,68,0.68,-1.73
SHISHAMO,BYE BYE,https://open.spotify.com/track/3a48At7rlVvVcGV4mN4HIE,74,74,37.67,33.17,3,113,0.22,-2.33
765 MILLION ALLSTARS,Brand New Theater!,https://open.spotify.com/track/1fzEGXvMeutGHeCBF42pUX,57,97,58.33,38.02,3,175,0.04,-2.33
AKB48,#好きなんだ,https://open.spotify.com/track/1YDrhuuOnlxQm6lk3Y63z4,47,100,56.86,32.36,7,398,-0.15,-1.54
Dream Ami,はやく逢いたい,https://open.spotify.com/track/1DFbuk2fu4Ds0Z2bJbeOK8,91,94,72.57,20.55,7,508,-0.39,-1.76
ASIAN KUNG-FU GENERATION,荒野を歩け,https://open.spotify.com/track/52q1x282D5DvSVNxJZHQPB,87,87,72.0,13.64,4,288,-0.24,-1.87
Anly+スキマスイッチ=,この闇を照らす光のむこうに,https://open.spotify.com/track/68FVi1MzhsPe22pRlAvZW8,86,95,75.0,24.79,11,825,-1.65,1.97
Doughnuts Hole,おとなの掟,https://open.spotify.com/track/3G2DzmPlzbpNOBDT0WHpdG,82,97,75.82,21.46,11,834,-0.81,-0.93
NEWS,NEVERLAND,https://open.spotify.com/track/1u8ezX8UCx1DMMmqw9kEtz,79,79,60.2,18.02,5,301,-0.4,-1.67
AKB48,シュートサイン,https://open.spotify.com/track/0uxbsqBSI9RxrgJrZ9NW49,78,100,60.29,32.39,7,422,-0.24,-1.71
藤原さくら,春の歌,https://open.spotify.com/track/2zWNchQ90oCpfD6ZpkTUfu,75,77,49.85,23.28,13,648,-0.56,-1.16
大原櫻子,ひらり,https://open.spotify.com/track/2DnMChvZnOEQ49p8eMaptI,70,95,66.57,16.88,7,466,0.42,-1.48
西内まりや,Motion,https://open.spotify.com/track/4qa36FUSFb1svDro7dQxzc,63,94,63.75,34.3,4,255,-0.47,-1.89
みゆはん,ぼくのフレンド,https://open.spotify.com/track/5AH0F230K1ab9TPYUA3wR5,60,71,45.25,25.45,4,181,-0.17,-2.14
平井堅,僕の心をつくってよ,https://open.spotify.com/track/0q1Ka8BtGhQ3GPpqCa5afG,57,94,57.22,27.13,9,515,-0.09,-1.63
藤原さくら,Someday,https://open.spotify.com/track/0k3eft3oFkqIJdBFuHFHGW,54,54,33.33,18.58,3,100,0.26,-2.33
AAA,MAGIC,https://open.spotify.com/track/0K4Wg6Pwx0cOuJkN8xvuto,52,98,65.75,27.12,16,1052,-0.66,-0.77
ゴールデンボンバー,#CDが売れないこんな世の中じゃ,https://open.spotify.com/track/0iGjr31QezOltJUYRgd34G,42,80,41.67,38.5,3,125,-0.01,-2.33
グリーンボーイズ,声,https://open.spotify.com/track/0Z7b2p4NTkirnfoW9OqjtT,28,97,68.17,27.31,12,818,-0.48,-1.29
chay,恋のはじまりはいつも突然に,https://open.spotify.com/track/1xXmNfIQNxcf6GivP8yYKS,24,36,18.25,15.11,4,73,0.03,-2.09
iri,Watashi,https://open.spotify.com/track/3ECTUHAQQEQn3KKWhb2ni2,19,55,40.67,19.09,3,122,-0.33,-2.33
さユり,平行線,https://open.spotify.com/track/206gqT4spFnIoGwuCpwR79,18,91,57.4,29.59,5,287,-0.19,-1.96
GENERATIONS from EXILE TRIBE,太陽も月も,https://open.spotify.com/track/5GvYXAkpBXXb5zcy5IfHNP,13,98,57.88,27.04,8,463,-0.02,-1.19
UVERworld,一滴の影響,https://open.spotify.com/track/6a8zOePRBenXtHq2AY49xB,11,99,62.5,27.44,10,625,-0.3,-1.14
96猫,嘘の火花,https://open.spotify.com/track/2SrAPLLBpIzVv7y1Cng63K,7,77,40.75,31.63,4,163,0.06,-2.21
藤巻亮太,3月9日,https://open.spotify.com/track/2U0RKuknHTQPIuKw2gDTHI,4,63,30.4,24.6,5,152,0.16,-1.99
GOT7,MY SWAGGER,https://open.spotify.com/track/7f7FSUQH5HDZBJRZoQJd5W,100,100,50.5,40.58,4,202,0.0,-1.89
Nulbarich,It's Who We Are,https://open.spotify.com/track/1cAkiUgNaCYF7Y5pc2S73d,73,73,53.6,18.65,5,268,-0.27,-2.05
WANIMA,ララバイ,https://open.spotify.com/track/7pwqErAROYsICIX8pbbcMV,43,89,43.25,33.21,4,173,0.41,-1.87
RADWIMPS,洗脳,https://open.spotify.com/track/2CTh8hD7pwVdxO43uCRKeV,42,81,49.0,29.14,3,147,0.23,-2.33
RADWIMPS,棒人間,https://open.spotify.com/track/2wsyebeX4ptSxKIpJtWE6B,40,78,51.83,20.66,6,311,-0.19,-1.68
嵐,I'll be there,https://open.spotify.com/track/5i3R1qBOvyVVHEa1hVwrrD,34,100,59.0,29.95,9,531,0.27,-1.7
レキシ,KATOKU,https://open.spotify.com/track/7nafTaXkF8Gg9wbYRAlTfB,19,81,42.88,26.11,8,343,0.1,-1.84
Flower,MOON JELLYFISH,https://open.spotify.com/track/2KYAyixaVRKMLrynSZOYPT,7,94,50.5,30.32,6,303,0.08,-1.51
NGT48,青春時計,https://open.spotify.com/track/62bPGqh8IYBpVOzxIxkrXA,86,100,44.29,36.15,7,310,0.45,-1.67
Nissy(西島隆弘),花cherie,https://open.spotify.com/track/7Lsbd60LvdwfQmARb29Jn0,82,82,59.0,22.11,4,236,-0.34,-1.86
Roselia,BLACK SHOUT,https://open.spotify.com/track/49fItmms7twKQiboPZlqIX,80,80,61.33,30.62,3,184,-0.38,-2.33
高橋優,ロードムービー,https://open.spotify.com/track/2Yzrge2w8tRF8dFhDaV8jZ,76,91,52.8,31.9,5,264,-0.11,-1.82
井上実優,Boogie Back,https://open.spotify.com/track/2n3McI76ZPnplq44j60Tkw,73,73,35.75,29.16,4,143,0.13,-1.89
キリンジ,エイリアンズ,https://open.spotify.com/track/5NclFtKE9l08xM8XhDKyzx,69,69,52.8,11.12,5,264,0.3,-1.72
CHiCO with HoneyWorks,今日もサクラ舞う暁に,https://open.spotify.com/track/50m9OQ3M9AEdJAoTHGWdVt,62,75,58.0,19.31,3,174,-0.2,-2.33
HKT48,バグっていいじゃん,https://open.spotify.com/track/7fj9XWMhSLHGw9qwMc1bJO,60,100,75.8,19.41,5,379,0.13,-2.09
Aqours,HAPPY PARTY TRAIN,https://open.spotify.com/track/4juoJEZlwHSbIcD1W5Bdem,31,99,72.0,36.1,3,216,-0.33,-2.33
ヤバイTシャツ屋さん,ヤバみ,https://open.spotify.com/track/6FfSpk4FKXSwIavEGRjWdE,7,85,50.67,39.83,3,152,-0.22,-2.33
井上苑子,メッセージ,https://open.spotify.com/track/6osUkbSnu1aTJmtQ3Vu3nS,4,82,35.0,41.39,3,105,0.33,-2.33
Silent Siren,フジヤマディスコ,https://open.spotify.com/track/5VBjgiTYtgcSwLa2osNX3P,37,89,57.0,28.0,3,171,0.35,-2.33
YUKI,さよならバイスタンダー,https://open.spotify.com/track/3pCDdB7qVRlXNTIwUtbSUF,36,91,47.4,34.25,5,237,-0.01,-1.82
ぼくのりりっくのぼうよみ,Be Noble,https://open.spotify.com/track/7rEsrqLeVwew4U9G1SZXeg,30,51,30.17,18.19,6,181,-0.21,-1.96
斉藤和義,遺伝,https://open.spotify.com/track/2rHnJdKsWiQfkoJHNcGvgt,25,87,41.6,28.16,5,208,0.61,-1.44
Hey!Say!JUMP,OVER THE TOP,https://open.spotify.com/track/6gM2bDtIvNQwLSBzBsE9Cb,23,100,56.4,37.09,5,282,0.08,-2.15
小沢健二,流動体について,https://open.spotify.com/track/7jN1qTB3e9Q8VtEexCvUCL,19,96,62.5,33.81,4,250,-0.25,-2.05
KANA-BOON,Fighter,https://open.spotify.com/track/63Eem2YcddulJTylUNo4Xt,16,76,39.5,24.68,8,316,0.36,-1.73
BTS (防弾少年団),Not Today,https://open.spotify.com/track/3wyrhwPpV8uhMMEms4vG3X,14,78,43.14,27.75,7,302,0.0,-1.95
amazarashi,空に歌えば,https://open.spotify.com/track/3XKMO7tvyyUmxRvlJGhYQm,94,94,56.5,24.02,8,452,-0.01,-1.35
04 Limited Sazabys,Squall,https://open.spotify.com/track/0E35DSYyMwlhySsuo9TxZJ,59,90,53.0,40.34,3,159,-0.15,-2.33
Mr.Children,抱きしめたい,https://open.spotify.com/track/60A7LGAmK0QrRjyYpKWzue,58,69,46.75,23.77,4,187,-0.42,-1.89
KICK THE CAN CREW,千%,https://open.spotify.com/track/0jxrKHSKOcJpCtCROLG7Yn,47,65,32.2,23.93,5,161,0.2,-1.86
福山雅治,聖域,https://open.spotify.com/track/7E1Gs6mg3MOERIWo0sglXL,44,100,52.57,38.68,7,368,-0.05,-1.89
Flower,たいようの哀悼歌,https://open.spotify.com/track/0NRTmL6wK9kkLEFkxoJgDh,37,99,57.25,43.45,4,229,-0.13,-2.24
EXO,Power,https://open.spotify.com/track/53YZi9zgTnF0Py0K6ejyWz,31,74,53.4,18.77,5,267,-0.03,-2.11
Tia,Deal with the devil,https://open.spotify.com/track/2qEIVphvwMEkE35CXxdWAT,22,67,29.5,25.41,4,118,0.68,-1.73
超特急,超ネバギバDANCE,https://open.spotify.com/track/4hBb2Wxhs250NASOxH08kJ,22,100,57.67,39.43,3,173,0.16,-2.33
ゆず,カナリア,https://open.spotify.com/track/2KscIQkgWVCwPlJKGHF3Om,95,95,56.75,36.55,4,227,-0.25,-1.96
B'z,声明,https://open.spotify.com/track/3vRTdAXS5rFbaPPouakg71,87,100,71.4,24.28,5,357,-0.07,-2.08
GARNiDELiA,SPEED STAR,https://open.spotify.com/track/5D1SeHAFwcxqBg9t0V45r4,56,80,46.0,39.95,3,138,-0.23,-2.33
CHEMISTRY,Windy,https://open.spotify.com/track/6L9ppkvgd57cyrEqtVUqZb,41,88,47.67,37.45,3,143,0.17,-2.33
=LOVE,僕らの制服クリスマス,https://open.spotify.com/track/0OJjoFcJx0mxgObRrY5EJg,2,97,40.67,49.9,3,122,0.31,-2.33
平野義久,Hegemony of the Food Chain,https://open.spotify.com/track/0kt7FV8IljLWumrrAmOVhr,71,71,47.25,17.46,4,189,0.37,-1.9
パーマ大佐,森のくまさん,https://open.spotify.com/track/51cO4D5vWICAgL6nhUvSGe,59,59,35.67,20.43,3,107,0.35,-2.33
Awesome City Club,今夜だけ間違いじゃないことにしてあげる,https://open.spotify.com/track/2xG6L2NnUjUgtGTK74xoFZ,40,56,35.33,23.35,3,106,-0.19,-2.33
椎名林檎,おいしい季節,https://open.spotify.com/track/57TwSyI976jnElmPqNzAgV,86,86,57.33,28.5,3,172,0.01,-2.33
家入レオ×大原櫻子×藤原さくら,恋のはじまり,https://open.spotify.com/track/1REflSkxm1ZUvSIlgfZJVT,75,92,60.0,33.5,4,240,-0.41,-1.89
adieu,ナラタージュ,https://open.spotify.com/track/7Et9x07NBy3jVNZbTtSRfu,71,71,61.33,16.74,3,184,-0.38,-2.33
尾崎裕哉,Glory Days,https://open.spotify.com/track/4jJQFZja6SI56RNi02mD3M,69,69,48.83,22.46,6,293,-0.55,-1.44
10-FEET,ヒトリセカイ,https://open.spotify.com/track/4S4cjwHZKvuplNWq3cv1wK,94,94,56.33,41.4,3,169,-0.16,-2.33
fhana,青空のラプソディ,https://open.spotify.com/track/3J13AWtVj8EWWEi1yfNl8J,53,57,42.6,18.41,5,213,-0.87,-1.16
イトヲカシ,さいごまで,https://open.spotify.com/track/7IXpubwLO0cneBA3NqI2zK,51,82,63.25,18.01,4,253,0.01,-2.34
BTS (防弾少年団),Spring Day,https://open.spotify.com/track/2j1fFjWHCI9KJSwcuYAOyF,63,63,47.67,13.32,3,143,0.38,-2.33
EXILE THE SECOND,SUPER FLY,https://open.spotify.com/track/1maQ7ZWK7UbZhDbe2TSCLf,94,94,55.33,33.62,3,166,0.37,-2.33
A3ders!,MANKAI☆開花宣言,https://open.spotify.com/track/0PoSGBxDcfyb6GXJ3Bn6qy,85,85,69.33,25.42,3,208,-0.38,-2.33
MYTH & ROID,JINGO JUNGLE,https://open.spotify.com/track/2RXZD8QJTDbkB7kW3mX9lx,37,90,50.25,34.47,4,201,-0.01,-2.08
スピッツ,1987→,https://open.spotify.com/track/6Fnq1saaBFcPB4MjjU5Qp4,84,84,55.33,34.53,3,166,-0.26,-2.33
EXILE THE SECOND,Summer Lover,https://open.spotify.com/track/6zeL1ZlSeB6JGfXPXHagwC,71,99,65.33,36.83,3,196,-0.15,-2.33
椎名林檎,青春の瞬き,https://open.spotify.com/track/63F1cWkR3NC13jXqhhjcfE,12,60,24.0,22.66,5,120,0.56,-1.5
黒木渚,解放区への旅,https://open.spotify.com/track/7mdzs3h4G9MndsqB5gbYcY,78,78,46.67,30.53,3,140,0.05,-2.33
Little Glee Monster,明日へ,https://open.spotify.com/track/3uakOr2RCLMNWdEtnyTHRb,51,95,49.33,46.52,3,148,-0.04,-2.33
Not yet,西瓜BABY,https://open.spotify.com/track/2eWr7EIbcNKuCp1z9UUzv6,99,99,63.6,34.59,5,318,-0.24,-2.0
