Artist,Track,URL,Debut,Max,Mean,Std,Length,Sum,Skewness,Kurtosis
木村カエラ,EGG,https://open.spotify.com/track/3QBOtFLhg2lC1A9SGZpGwG,94,94,72.8,20.87,5,364,-0.37,-1.77
福山雅治,I am a HERO,https://open.spotify.com/track/5x1og4g0MX8MpojvA2Wth3,91,99,73.75,22.83,8,590,-0.49,-1.22
NICO Touches the Walls,渦と渦,https://open.spotify.com/track/3FY7mddVdIlrL8yhEbh7nu,82,82,41.33,37.9,3,124,0.16,-2.33
UVERworld,I LOVE THE WORLD,https://open.spotify.com/track/15xzxTlfQ9qLFeysuVzzOX,76,98,65.0,21.83,5,325,0.49,-1.76
GENERATIONS from EXILE TRIBE,Hard Knock Days,https://open.spotify.com/track/1LFahtJlgtc9iC71m7jrtE,73,97,65.89,24.1,9,593,-0.37,-1.14
ゲスの極み乙女。,無垢な季節,https://open.spotify.com/track/3FfUUq5qopQ149eU5bWfO9,71,71,47.0,27.14,4,188,0.0,-2.44
さユり,ミカヅキ,https://open.spotify.com/track/4REdESsPwdig5dM8wwn3bH,66,87,54.5,25.09,6,327,-0.43,-1.15
片平里菜,誰にだってシンデレラストーリー,https://open.spotify.com/track/2iMu7FjLCT2vNVtfFR2yYs,64,74,50.5,21.81,4,202,0.06,-2.35
Lia,Bravely You,https://open.spotify.com/track/0hWC2oHpr3BcFmiVKd60nc,55,95,47.62,30.96,8,381,0.2,-1.77
少女時代,Lion Heart,https://open.spotify.com/track/405SQUJdQut02dxtuQ0CZ3,52,52,33.0,19.88,4,132,-0.11,-2.27
SCANDAL,Sisters,https://open.spotify.com/track/3LUzyWc59snZdclmA3WcBV,51,94,50.2,36.42,5,251,-0.05,-1.97
土間うまる(田中あいみ),かくしん的☆めたまるふぉ〜ぜっ!,https://open.spotify.com/track/4ejVSv31daoRyDMffmVT3k,49,91,46.5,29.98,6,279,0.29,-1.75
back number,手紙,https://open.spotify.com/track/1I5JRnPFl38a9APWaAshoY,48,99,52.43,33.55,7,367,0.19,-1.91
OxT,Clattanoia,https://open.spotify.com/track/6DQgVAFIpmbXcJoRZbXRLc,42,88,47.0,38.74,3,141,0.13,-2.33
wacci,大丈夫,https://open.spotify.com/track/5MYjno6goNbqgGHKEYhJ1Y,34,62,43.57,14.84,7,305,0.19,-2.07
ゆず,終わらない歌,https://open.spotify.com/track/18HtVfT3yjozI7RVxGqVmQ,30,88,42.29,30.65,7,296,0.27,-1.75
Czecho No Republic,Firework,https://open.spotify.com/track/0blolhjDvyKj4JQhNuqW7n,28,66,51.67,20.65,3,155,-0.36,-2.33
MACO,ふたりずっと,https://open.spotify.com/track/5JGZLa6hM1a4QDpYDp0rLg,2,76,47.5,34.35,4,190,-0.35,-2.05
Kis-My-Ft2,Kiss魂,https://open.spotify.com/track/64gMzo7iYj9GUIfQh7e76b,100,100,81.25,22.32,4,325,-0.4,-1.98
福山雅治,何度でも花が咲くように私を生きよう,https://open.spotify.com/track/54sN9ILcN1Udqc6au0Rzdw,98,98,63.17,33.94,6,379,-0.29,-1.81
AAA,ぼくの憂鬱と不機嫌な彼女,https://open.spotify.com/track/3bP4tBBMRhQ7lPTA8pRq7W,97,97,58.4,34.39,5,292,-0.12,-2.1
カントリー・ガールズ,愛おしくってごめんね,https://open.spotify.com/track/79Bj1twOuROl4zlsMFoiaI,95,95,61.33,29.67,3,184,0.33,-2.33
SPYAIR,ROCKIN' OUT,https://open.spotify.com/track/2gIJD9tlR11NQhgrhQPC30,84,84,32.0,45.08,3,96,0.38,-2.33
AKB48,Green Flash,https://open.spotify.com/track/1fqE1DRD5SlQGr2GrNRwQE,79,100,62.8,32.28,10,628,-0.42,-1.47
EXILE,DANCE INTO FANTASY,https://open.spotify.com/track/0Q4Ni84raIPM4M4yEj65Nw,78,78,54.67,25.77,3,164,-0.16,-2.33
サザンオールスターズ,イヤな事だらけの世の中で,https://open.spotify.com/track/0teGYCIwve4QHTf9QGKzEp,77,86,65.33,18.99,9,588,-0.61,-0.97
大原櫻子,無敵のガールフレンド,https://open.spotify.com/track/3A2tTPGKkZIMb6tx0qyRbc,76,76,50.5,27.29,4,202,-0.49,-1.82
EXILE,情熱の花,https://open.spotify.com/track/4C0hqLuqAuuTE2Idz1NEgD,75,97,66.33,27.24,6,398,-0.49,-1.49
ハジ→,君と。,https://open.spotify.com/track/1Gp1IIcOZelvLqRBFDpxd9,74,79,61.0,17.78,5,305,-0.31,-1.92
大原櫻子,Happy Days,https://open.spotify.com/track/60kmqqIstMxyLo45wxJDZG,69,69,46.5,25.09,4,186,-0.36,-2.01
ももいろクローバーZ,青春賦,https://open.spotify.com/track/76znv8pdBAELA8AVtsMd8b,65,97,64.5,36.12,4,258,-0.47,-1.87
新山詩織,ありがとう,https://open.spotify.com/track/4tsxoiT4CcVjMsADXmvJ5K,64,67,44.0,37.27,3,132,-0.38,-2.33
Keishi Tanaka,Floatin' Groove,https://open.spotify.com/track/0R05dhZP9Dp8e1gTcOybjP,63,63,41.33,19.72,6,248,-0.1,-2.1
西沢幸奏,吹雪,https://open.spotify.com/track/0UpfqToYuoB8rUYDQI6nJA,62,98,70.29,19.75,7,492,-0.03,-1.48
AKINO from bless4,海色,https://open.spotify.com/track/6yJc3Tvw3sEnqbitf6nKMu,60,99,73.29,20.23,7,513,-0.18,-1.51
サザンオールスターズ,はっぴいえんど,https://open.spotify.com/track/0RwN13GO2DmDcQykGocSRP,46,74,45.75,21.99,8,366,-0.05,-1.63
藤原さくら,Walking on the clouds,https://open.spotify.com/track/6HCF2clv9zFEwE2HM4X8z6,45,55,33.2,21.15,5,166,-0.28,-2.04
コブクロ,奇跡,https://open.spotify.com/track/3awyLjvzLyMlUYu395KWyR,43,98,62.5,22.95,6,375,0.17,-1.5
瀧川ありさ,Season,https://open.spotify.com/track/7y7KJfDVsqMmqMDnurZFAc,31,67,37.2,17.05,5,186,0.95,-1.05
EDGE of LIFE,Just Fly Away,https://open.spotify.com/track/18P96XhlV5BlqxvMYDRymh,27,76,47.67,25.38,3,143,0.27,-2.33
鈴木雅之,純愛,https://open.spotify.com/track/5mPSljgLqIZuQy4bGp4iva,26,48,39.5,9.75,4,158,-0.45,-1.91
AAA,Lil' Infinity,https://open.spotify.com/track/295rMru24qxm0lKIKzNLGV,24,98,63.17,30.52,6,379,-0.25,-1.94
Flower,さよなら、アリス,https://open.spotify.com/track/5h964EJFMH6zU1SchV9pPI,20,94,67.33,27.42,6,404,-0.67,-1.31
吉澤嘉代子,ストッキング,https://open.spotify.com/track/4OLaxYExRBlX1Gb1BBjZQZ,9,65,37.0,31.76,4,148,0.0,-2.44
Kalafina,ring your bell,https://open.spotify.com/track/0oiQsWPq6RvZGKQ506zwHm,94,94,55.5,38.21,4,222,-0.34,-1.91
クリープハイプ,愛の点滅,https://open.spotify.com/track/3BlYaUK1Aj8G75fiVUkgfl,82,90,71.33,25.72,3,214,-0.34,-2.33
サンボマスター,可能性,https://open.spotify.com/track/36PUwwsxatDVoIJpbKmsGR,76,76,64.0,10.44,3,192,0.37,-2.33
V6,Timeless,https://open.spotify.com/track/32kH830F56Jf5AehhDIoRs,75,100,69.33,33.86,3,208,-0.16,-2.33
シンリズム,心理の森,https://open.spotify.com/track/7ceU05bt4GArBup7tYdwXE,72,76,72.5,2.89,4,290,0.0,-1.92
ウルトラタワー,希望の唄,https://open.spotify.com/track/7cXNAMhM7GxXG3xuAGrDEs,67,67,37.0,25.07,4,148,0.07,-2.09
STARDUST REVUE,おぼろづき,https://open.spotify.com/track/1K7yioCPc1vtl84W5HJu0x,6,74,34.0,28.8,4,136,0.43,-1.84
WEAVER,くちづけDiamond,https://open.spotify.com/track/2Ai2UNQLHOR52MxCJPYxKl,4,64,37.0,27.6,4,148,-0.14,-2.21
EXO,LIGHTSABER,https://open.spotify.com/track/0WgIKcomgCpfSvTHRT43aW,73,73,43.0,28.21,3,129,0.14,-2.33
back number,僕は君の事が好きだけど君は僕を別に好きじゃないみたい,https://open.spotify.com/track/1WutVejYvP7220sofj3xId,50,56,44.67,14.74,3,134,-0.31,-2.33
μ's,HEART to HEART!,https://open.spotify.com/track/5ElFBYrLNttVeMZ0Ef1Vcv,73,98,63.33,40.38,3,190,-0.23,-2.33
WANIMA,THANX,https://open.spotify.com/track/5lzyxvH24NHKlUT3y9Rrma,62,62,40.67,29.5,3,122,-0.34,-2.33
Happiness,Holiday,https://open.spotify.com/track/2VNw8Xyx6qDyEl8vC35RwS,53,98,63.88,21.99,8,511,0.19,-1.35
Hey!Say!JUMP,キミアトラクション,https://open.spotify.com/track/7bQ89msRfGR8fXXmb6NNes,50,100,61.4,32.32,5,307,-0.07,-1.87
cinema staff,YOUR SONG,https://open.spotify.com/track/1jxboAR0H1VaDW7ulnEfDo,45,60,40.67,21.83,3,122,-0.19,-2.33
清水翔太,花束のかわりにメロディーを,https://open.spotify.com/track/2028QNsVTmp5IF7UK4ZnaE,35,76,26.2,30.51,5,131,0.71,-1.47
松田聖子,永遠のもっと果てまで,https://open.spotify.com/track/5Ym0kdWciX2sQ1vVW3jrjH,32,87,49.5,33.79,4,198,0.0,-2.21
ファンキー加藤,MUSIC MAGIC,https://open.spotify.com/track/4tNBrnjK9wlhuRR8lToebZ,31,80,40.67,35.5,3,122,0.25,-2.33
chay,好きで好きで好きすぎて,https://open.spotify.com/track/5KiLl8QGY1WcDPNe0vOXRR,27,63,36.33,23.44,3,109,0.34,-2.33
Goodbye holiday,溢れるもの,https://open.spotify.com/track/0NGFjEHBTEnbhF9xbDviQZ,25,25,16.67,12.74,3,50,-0.37,-2.33
YEN TOWN BAND,アイノネ,https://open.spotify.com/track/6XITxOcZESkpjn1nz1eUX5,6,34,21.8,10.71,5,109,-0.29,-1.67
QUARTET NIGHT,エボリューション・イヴ,https://open.spotify.com/track/5q0dcBu6C1rdIJrNLQCkXn,79,98,63.0,45.18,3,189,-0.31,-2.33
MONOEYES,My Instant Song,https://open.spotify.com/track/1fcppWVwtXkHbdFzG5SsOw,75,95,75.33,19.5,3,226,0.02,-2.33
Suchmos,YMM,https://open.spotify.com/track/42mr2Z3tKzoFn1iWzxuHbd,18,57,40.67,20.26,3,122,-0.28,-2.33
湘南乃風,バブル,https://open.spotify.com/track/5Pa2BpTFCW3QCXDWYqml9W,85,85,64.33,18.34,3,193,0.3,-2.33
GReeeeN,ビリーヴ,https://open.spotify.com/track/1c4UEh3uu1RZvXkt2Q14Dr,68,87,69.0,17.52,3,207,0.06,-2.33
安田レイ,恋詩,https://open.spotify.com/track/33iqeKkA8mWIytV3CC8gFG,63,79,49.0,23.4,5,245,0.05,-1.99
コアラモード.,七色シンフォニー,https://open.spotify.com/track/4KxLGJuukrM9ClQJzFNygB,43,78,50.25,24.72,4,201,-0.1,-2.03
NEWS,MR.WHITE,https://open.spotify.com/track/2MT1mmZsIIw4mDNy9BLtse,38,67,37.67,29.5,3,113,-0.01,-2.33
amazarashi,季節は次々死んでいく,https://open.spotify.com/track/6dQ3lcQG2MuIQ0P7GSYQeJ,30,88,43.0,32.8,5,215,0.23,-1.88
Kis-My-Ft2,AAO,https://open.spotify.com/track/6riEzAgQwRZ8VOjD5DAk1f,100,100,68.25,29.81,4,273,0.04,-2.34
KEYTALK,スターリングスター,https://open.spotify.com/track/0D0gfoaEJJurr0SV0TTptH,92,92,49.5,34.91,4,198,0.03,-1.95
NMB48,Must be now,https://open.spotify.com/track/4m5Mp3KIW4rT1crGfkBrZT,90,100,64.4,32.42,5,322,-0.23,-1.79
2PM,HIGHER,https://open.spotify.com/track/3ymEh488gkESX4TW2hY740,88,99,89.67,8.62,3,269,0.19,-2.33
SEKAI NO OWARI,SOS,https://open.spotify.com/track/53hF5kHK6bA9N0lVlLrgHy,87,100,71.43,34.08,7,500,-0.89,-0.89
DAOKO,ShibuyaK,https://open.spotify.com/track/6hUO0kmNwu0ge6Bm8AXXc7,54,84,61.75,18.98,4,247,0.02,-2.08
"春日未来(山崎はるか),最上静香(田所あずさ),伊吹翼(Machico)",Dreaming!,https://open.spotify.com/track/6KfXYnM2dfAZSL4yDSe7uI,44,96,70.33,26.01,3,211,-0.03,-2.33
DOBERMAN INFINITY,JUMP AROUND ∞,https://open.spotify.com/track/3xbABUujD1pMmLjJLSmUqm,34,86,48.0,33.29,3,144,0.35,-2.33
GENERATIONS from EXILE TRIBE,ALL FOR YOU,https://open.spotify.com/track/0wl4dS18grS3eWuALY0Z1l,20,92,52.0,32.72,6,312,-0.09,-1.93
クリープハイプ,リバーシブルー,https://open.spotify.com/track/66vlDAwwNitDMwARA8lejR,14,89,51.0,37.51,3,153,0.03,-2.33
クリープハイプ,クリープ,https://open.spotify.com/track/6T8aEmxtqnLKVzWnvHmdUD,3,71,41.29,21.36,7,289,-0.38,-0.94
JUJU,WITH YOU,https://open.spotify.com/track/0BAOdqzuwaWFFdSGneK6c6,2,81,41.25,39.07,4,165,0.01,-2.36
CNBLUE,WHITE,https://open.spotify.com/track/3wxFuuISsOjo7lKaUCKom4,70,96,56.0,48.54,3,168,-0.26,-2.33
NMB48,Don't look back!,https://open.spotify.com/track/0ACDXN4BKIWUK4b3DlFmbk,48,100,79.0,22.73,4,316,-0.4,-1.93
Salyu,THE RAIN,https://open.spotify.com/track/4EZzZ2R69rhk9u7u1mfhCF,25,31,22.0,10.82,3,66,-0.26,-2.33
miwa,ONENESS,https://open.spotify.com/track/6H8nLUjn5PMhcZcrtXdVUr,22,86,60.0,33.65,3,180,-0.31,-2.33
I Don't Like Mondays.,WE ARE YOUNG,https://open.spotify.com/track/3nSSmOpKAF3hjh4XuW1nuI,7,62,36.25,23.98,4,145,-0.12,-2.1
go!go!vanillas,バイリンガール,https://open.spotify.com/track/2w2MXZEONSMh1HzOUpuqIx,77,82,70.67,15.5,3,212,-0.34,-2.33
水森かおり,大和路の恋,https://open.spotify.com/track/4GzHelGtV0mnl9MTep3jQH,53,74,50.0,25.63,3,150,-0.12,-2.33
Doll☆Elements,君とミライ作りたい!,https://open.spotify.com/track/2sGGpf5EL5fK3h4C6xOp9F,17,57,35.33,20.21,3,106,0.16,-2.33
GLAY,HEROES,https://open.spotify.com/track/0gFLZjO6004m2m1jJSMYl7,71,90,57.75,35.16,4,231,-0.5,-1.82
Def Tech,One Day with Jake Shimabukuro,https://open.spotify.com/track/4F8uYjqiCYI6Rctxp8MreL,44,44,19.67,21.08,3,59,0.38,-2.33
SawanoHiroyuki[nZk],X.U.,https://open.spotify.com/track/15tzlxIHJKn0axkuhhCvUX,17,92,56.67,37.69,3,170,-0.11,-2.33
Kalafina,One Light,https://open.spotify.com/track/1T2x2N3tIa2EP1uj8H67Tz,86,86,60.33,23.8,3,181,0.18,-2.33
平井堅,君の鼓動は君にしか鳴らせない,https://open.spotify.com/track/4levHW20mQIJkqdt6J9llk,55,83,54.33,29.01,3,163,-0.02,-2.33
井上苑子,大切な君へ,https://open.spotify.com/track/3U7iZzhdkOZR7vEEbpNw3E,44,44,18.2,18.02,5,91,0.32,-1.87
でんぱ組.inc,あした地球がこなごなになっても,https://open.spotify.com/track/2uFb5tGXFTxNj0G6TmDAXz,98,98,62.33,42.03,3,187,-0.24,-2.33
FTISLAND,PUPPY,https://open.spotify.com/track/6LKyXxBvv7pSqeGRehSi0h,95,95,36.33,50.9,3,109,0.38,-2.33
くるり,ふたつの世界,https://open.spotify.com/track/070wD1Z2PQYD0nWRcORMoR,86,86,58.33,32.19,3,175,-0.22,-2.33
indigo la End,雫に恋して,https://open.spotify.com/track/3BDa8BukBMxqiUVMytXKJp,82,82,42.0,40.51,3,126,-0.02,-2.33
EXILE ATSUSHI + AI,Be Brave,https://open.spotify.com/track/060FFSJXTIMBLbwlSylWD8,81,89,69.67,26.86,3,209,-0.35,-2.33
TEE,5年後のアイラブユー,https://open.spotify.com/track/4QWr2GFamgcCuHIXdPo1pE,62,71,49.5,21.73,4,198,-0.22,-2.09
Awesome City Club,GOLD,https://open.spotify.com/track/5sWQqqPFZfSBLd1PcPTZz9,47,52,34.0,26.96,3,102,-0.37,-2.33
C & K,キミノ言葉デ,https://open.spotify.com/track/6RIHaW0AIdAY6qJpeDxxra,40,53,31.33,27.06,3,94,-0.29,-2.33
Nothing's Carved In Stone,Gravity,https://open.spotify.com/track/7J2UwbCrqfvvdLmWydnMdN,79,79,46.33,34.08,3,139,-0.08,-2.33
LAMP IN TERREN,緑閃光,https://open.spotify.com/track/6x76PNbg1MUO6dWFsAtenc,56,56,34.0,19.08,3,102,0.38,-2.33
"Fear,and Loathing in Las Vegas",Let Me Hear,https://open.spotify.com/track/1llkMtLL4vbe0pr3NV2ckg,54,94,59.67,31.88,3,179,0.17,-2.33
Ken Yokoyama,I Won't Turn Off My Radio,https://open.spotify.com/track/0SyfvSgnnOh4i3CsRWEPe1,77,93,69.0,28.84,3,207,-0.26,-2.33
Charisma.com,お局ロック,https://open.spotify.com/track/0No0XIFinsvKq4g6kGPAGV,63,68,46.67,32.72,3,140,-0.37,-2.33
米津玄師,M八七,https://open.spotify.com/track/4616jKiFtLfIRQ0SfEM6XL,99,100,70.31,32.68,16,1125,-0.83,-0.86
ENHYPEN,Tamed-Dashed,https://open.spotify.com/track/1zoyteFQmeUUqyOl2Xznpy,89,100,74.0,28.44,4,296,-0.42,-1.92
INI,CALL 119,https://open.spotify.com/track/4KwEaAfZFYnZBRbwhIVks8,85,100,75.5,29.39,12,906,-0.75,-1.22
BUMP OF CHICKEN,クロノスタシス,https://open.spotify.com/track/6Pd73yNBtoVpTRM6xLwOGp,84,98,61.83,33.08,12,742,-0.65,-1.27
あいみょん,初恋が泣いている,https://open.spotify.com/track/2qJknEIv5MCKjHG6LNLZvj,82,85,45.12,29.74,16,722,-0.07,-1.57
TOMORROW X TOGETHER,Good Boy Gone Bad,https://open.spotify.com/track/1HsSIPLTQT354yJcQGfEY3,80,98,75.75,22.72,4,303,-0.44,-1.82
私立恵比寿中学,青春ゾンビィィズ,https://open.spotify.com/track/7dJS3FumuM7SMaUKKdha0P,78,78,53.0,21.79,3,159,0.36,-2.33
BE:FIRST,Betrayal Game,https://open.spotify.com/track/2VKwa5aHsNu0ZGQg77kdBd,77,98,59.29,32.02,7,415,-0.26,-1.76
なにわ男子,The Answer,https://open.spotify.com/track/03oeTfdWIXHY2S7kr1iXhJ,74,100,49.0,38.17,8,392,0.12,-1.83
BTS,Permission to Dance,https://open.spotify.com/track/3XYRV7ZSHqIRDG87DKTtry,67,100,69.6,23.21,70,4872,-0.7,-0.23
Uru,それを愛と呼ぶなら,https://open.spotify.com/track/3ibqi5ANZtNI7QXOgUnFsL,58,90,54.71,26.92,17,930,-0.51,-0.97
TWICE,The Feels,https://open.spotify.com/track/6pgqZ7Iw4LfHlfgWWaRFSY,57,98,54.85,24.21,54,2962,-0.41,-0.8
NiziU,ASOBO,https://open.spotify.com/track/4rdmyc70mJQEfhKeiFDLFZ,54,96,66.83,30.64,6,401,-0.75,-1.1
変態紳士クラブ,YOKAZE,https://open.spotify.com/track/5q6xFDptliUEAtuvH3BnIV,48,84,56.7,19.42,79,4479,-0.85,0.64
Awesome City Club,勿忘,https://open.spotify.com/track/6IwQAPovmEz5ft8bDUKLrj,47,96,67.39,23.49,84,5661,-1.18,0.56
STU48,花は誰のもの?,https://open.spotify.com/track/4KZWXhQivY3VmD9g7yyFpR,46,99,59.75,45.78,4,239,-0.28,-2.12
Kep1er,WA DA DA,https://open.spotify.com/track/0hQNbQKW2dDATH1ngj4TI6,43,92,61.04,28.02,26,1587,-0.7,-0.94
めいちゃん,ラナ,https://open.spotify.com/track/0B0ZNc5ciLgxfME0n1plZd,38,82,58.67,22.12,3,176,0.12,-2.33
Eve,Bubble feat.Uta,https://open.spotify.com/track/71bpwK5dEDQFUsGnOFNRLl,32,60,36.0,25.46,4,144,-0.35,-1.98
YOASOBI,三原色,https://open.spotify.com/track/3FUCuf498nFHJXFYR1V9Bd,27,97,55.02,26.62,57,3136,-0.24,-0.94
あいみょん,ハート,https://open.spotify.com/track/6cvKfEw8rDcmXBslqSEC9G,23,94,57.0,29.89,39,2223,-0.59,-1.2
milet,Walkin' In My Lane,https://open.spotify.com/track/3l2O4IuJ4DFEfUwDdWyPnf,17,76,39.67,25.52,6,238,0.17,-1.85
ZOT on the WAVE & Fuji Taito,Crayon,https://open.spotify.com/track/3ZEdrRIGjFpXZSzfjwWmDQ,16,39,23.36,11.47,14,327,-0.32,-1.11
Ado,阿修羅ちゃん,https://open.spotify.com/track/4lEk6fyJu7LLPenqL0Raj5,15,96,58.06,25.78,32,1858,-0.69,-0.52
JO1,With Us,https://open.spotify.com/track/39Lo244a3MrSOmTcl0C1Z2,14,84,47.17,33.33,6,283,-0.01,-1.99
SEVENTEEN,Darl+ing,https://open.spotify.com/track/6vo0dV9t7PCQZKsLFwVwZ5,11,86,48.4,35.27,5,242,-0.16,-2.19
Saucy Dog,魔法にかけられて,https://open.spotify.com/track/03RD1XAEH7lSTrYe4zMDl9,10,64,28.82,18.63,28,807,0.44,-1.08
Saucy Dog,結,https://open.spotify.com/track/5Anr2wqdL182BsI02iCbcd,9,63,26.38,19.12,34,897,0.4,-1.32
Tani Yuuki,愛言葉,https://open.spotify.com/track/515q6vR077kY4BQv8F3pGj,6,25,9.82,6.05,11,108,1.2,0.94
大橋ちっぽけ,常緑,https://open.spotify.com/track/42dM8WcW6SUxueqABK1LmQ,3,67,29.04,18.9,27,784,0.39,-1.01
Mr.Children,永遠,https://open.spotify.com/track/7oCZ1O1L4TuLRnmt8Io4IU,85,93,53.8,37.4,5,269,-0.15,-2.07
あいみょん,双葉,https://open.spotify.com/track/66KE3cwbqJjtzjN3ezTmxy,81,81,50.43,24.34,7,353,-0.53,-1.13
藤井風,まつり,https://open.spotify.com/track/3OdkC5pG8vc26S26qHyBo8,80,91,59.0,23.52,7,413,-0.15,-1.49
櫻坂46,五月雨よ,https://open.spotify.com/track/34CdKBveafYqBSzDDmUwRI,67,100,77.5,18.73,4,310,0.12,-2.16
サカナクション,月の椀,https://open.spotify.com/track/5GVb3tUNjK3xirJfVi8p6v,64,64,39.33,32.13,3,118,-0.32,-2.33
RADWIMPS,うるうびと,https://open.spotify.com/track/6mJIn3fvwWHHAnrR3LEdxp,62,85,55.4,21.01,10,554,-0.3,-1.01
Ado,心という名の不可解,https://open.spotify.com/track/5dwkmgutIFdurpXlzEyCtB,58,90,61.53,24.95,15,923,-0.87,-0.5
NMIXX,O.O,https://open.spotify.com/track/1m2PksrrMpIev63uPxT1V0,45,59,35.55,15.09,11,391,-0.33,-1.13
Vaundy,裸の勇者,https://open.spotify.com/track/3k64vNcgYPkETG7TNgpW4o,33,76,45.53,21.55,17,774,-0.39,-1.37
Ado,ギラギラ,https://open.spotify.com/track/7D7GCO3CtDT1WDcj2W5VDV,26,89,55.64,21.37,64,3561,-0.14,-0.94
ヒグチアイ,悪魔の子,https://open.spotify.com/track/2TVFbLCdzrX0RdhWNWJmdp,25,51,31.92,11.69,13,415,-0.03,-1.1
King Gnu,BOY,https://open.spotify.com/track/3oQaOjaIYPsnJbGNzXcIID,18,92,50.08,23.9,25,1252,0.34,-1.22
YOASOBI,もう少しだけ,https://open.spotify.com/track/2pXmohBUnD5Li93sgpbPSg,16,97,48.59,27.15,51,2478,0.11,-1.17
AI,アルデバラン,https://open.spotify.com/track/7JkljB7rL0SXZ7TK0vyFDN,11,64,31.32,19.81,19,595,0.28,-1.42
米津玄師,POP SONG,https://open.spotify.com/track/7KtVbdX7JJbzzhpm6t2APb,6,99,58.0,34.36,10,580,-0.31,-1.44
NiziU,CLAP CLAP,https://open.spotify.com/track/2b9qZ9JVxMD8DJJeSa35Gm,100,100,59.36,26.82,11,653,-0.15,-1.29
Snow Man,オレンジkiss,https://open.spotify.com/track/5qReAnjfBQlVWLCz1w5TuI,96,100,56.0,39.58,6,336,-0.12,-1.92
星野源,異世界混合大舞踏会 (feat. おばけ),https://open.spotify.com/track/2YaWdN5tieE4Ntorawbbvq,95,95,47.0,36.72,5,235,0.15,-1.96
King Gnu,雨燦々,https://open.spotify.com/track/34PR0zLBVl7VMF9E7dDwdo,93,93,54.71,32.31,21,1149,-0.31,-1.66
NAYEON,POP!,https://open.spotify.com/track/5rJ7bdPmr8nfmm2JQ8xHOz,90,96,61.05,29.25,22,1343,-0.5,-1.03
XG,MASCARA,https://open.spotify.com/track/4OelNEcxPGoCOU29fchcsv,86,87,69.82,22.15,11,768,-1.41,1.09
SEVENTEEN,_WORLD,https://open.spotify.com/track/3QwiidVHfeE9y5jl4n2MTC,81,81,61.33,25.89,3,184,-0.32,-2.33
平井大,栄光の扉,https://open.spotify.com/track/67O5aJpFGwY3fWTZR7dYF4,77,77,61.0,21.02,9,549,-0.86,-1.1
さとうもか,melt bitter,https://open.spotify.com/track/6uSe3ACORUIVrAyiP84RZi,57,57,33.65,14.52,20,673,-0.7,-0.37
Saucy Dog,優しさに溢れた世界で,https://open.spotify.com/track/2mRMcwDCNyYvBXaoUxmsmE,48,68,38.18,15.73,11,420,0.11,-0.87
aespa,Girls,https://open.spotify.com/track/2WTHLEVjfefbGoW7F3dXIg,45,71,31.8,26.48,5,159,0.41,-1.8
Kep1er,Up!,https://open.spotify.com/track/6P2IZsIyNVeOl712sFg4lc,35,74,46.67,25.45,6,280,-0.2,-1.79
nobodyknows+,ココロオドル,https://open.spotify.com/track/4RdC5OUxPmB3MaohWx3xLY,29,78,32.36,28.74,11,356,0.49,-1.46
Saucy Dog,あぁ、もう。,https://open.spotify.com/track/7G4rZHIBiXJNFmLYXtWCPm,25,42,18.69,11.73,13,243,0.48,-0.99
King & Prince,ichiban,https://open.spotify.com/track/4XOWZurQYPvFQAaPkGmY90,23,53,24.6,22.88,5,123,0.1,-2.1
CHEHON,韻波句徒,https://open.spotify.com/track/4Z6zwtZtZ5V2GGb2DL6sXU,21,45,23.65,14.08,17,402,-0.11,-1.4
有華,Partner,https://open.spotify.com/track/48lsRmp9AC6tU4rP9QJx4H,11,72,33.73,24.74,11,371,-0.0,-1.69
YOAKE,ねぇ,https://open.spotify.com/track/4OL2UHjasZp21Z1c2htqPj,6,48,25.88,16.72,8,207,0.14,-1.67
ONE OK ROCK,Save Yourself,https://open.spotify.com/track/1xeikRZtZYOymGJAxOm1dr,60,80,58.5,23.78,4,234,-0.49,-1.84
M!LK,奇跡が空に恋を響かせた,https://open.spotify.com/track/2GqfAJMtbGHdR2q8x946I4,43,90,39.5,36.72,4,158,0.44,-1.94
SixTONES,わたし,https://open.spotify.com/track/7CBVLDtL9eWL05wEw0gOyj,4,100,46.0,45.3,5,230,0.14,-2.16
日向坂46,僕なんか,https://open.spotify.com/track/1pupFfrLDhOdbn1xnu3lHM,82,100,75.75,20.6,4,303,-0.02,-1.99
YOASOBI,好きだ,https://open.spotify.com/track/5m2m2FUgFbIGQkl9sEoBi4,78,93,49.6,37.29,5,248,-0.07,-2.0
三浦大知,燦燦,https://open.spotify.com/track/3jWML4zXhvWWULRsEo5jG7,66,66,33.5,23.19,4,134,0.45,-1.81
SEVENTEEN,HOT,https://open.spotify.com/track/6I2tqFhk8tq69iursYxuxd,58,90,57.25,25.16,4,229,0.2,-1.88
BTS,Run BTS,https://open.spotify.com/track/69xohKu8C1fsflYAiSNbwM,33,62,29.4,23.67,5,147,0.15,-1.88
AKB48,元カレです,https://open.spotify.com/track/1fnWrWpDw3gPRJBC9Zw4Mm,30,98,45.86,31.69,7,321,0.39,-1.38
=LOVE,あの子コンプレックス,https://open.spotify.com/track/08CsG95NhJfzdqBq63FKhv,23,97,64.67,37.87,3,194,-0.23,-2.33
WANIMA,眩光,https://open.spotify.com/track/3lEKYFTpzc8PbM6EAeK30F,19,47,27.5,13.08,6,165,0.06,-1.47
